,id,name,popularity,followers,genre,first_release,last_release,num_releases,num_tracks,monthly_listeners
649,1EyK0glCKdNVaKjVxFOHCD,letoya luckett,28,446455,"contemporary r&b, hip pop, r&b, urban contemporary",2014,2019,7,1,44305.0
652,0Ui6BXSgrOvh070lh0X2bb,franz crass,17,496,classical bass,1962,2023,10,12,4341.0
653,6hBrJJrcYoNhvLC6KaFR4b,eliminate,48,130107,"dubstep, gaming dubstep",2021,2024,20,1,491846.0
654,13Hgj60Q8b4VyVxvv6O92x,vincent & fernando,27,5601,volksmusik,2001,2022,17,1,14979.0
656,0Z88iXWc4YVhtu1eFtsGk6,wolves at the gate,43,119678,"christian metal, christian metalcore, christian rock",2011,2023,20,1,154906.0
658,09SVpoNxeMVRHY48xjqS0c,john rae,26,427,nz jazz,2020,2024,15,1,47550.0
659,0C5y3J9OO4Tmqbrq9y96tN,jon bw,5,647,hard house,2009,2023,20,2,1128.0
668,0kKUL1UgCkMZPrTg4fvB5D,heft,15,689,russian dnb,2021,2024,20,4,5277.0
670,2zzOTg1SHx5vuqgcexJRxA,jack parow,44,79527,"african rock, afrikaans, afrikaans hip hop, south african hip hop, south african pop",2009,2023,20,1,363890.0
671,3IHvi45S5SITyNES9VzSjI,n.ssign,35,21686,k-pop boy group,2022,2024,10,2,39152.0
672,4tzvod2FeqFDigiG8x7UuQ,los barrankillos,14,4345,"punk catala, ska catala",2010,2015,3,14,4739.0
674,7fucM325lXZs0cfgV9dpS3,eddie c,32,7605,"balearic, canadian electronic, canadian house, nu disco",2003,2024,20,4,63155.0
675,1jtYlU6f7o7Z750yMvAd12,black front,0,372,turkish metal,2015,2021,5,4,72.0
676,4q2EA3Xk5DazpoO7k34Jvs,horseplay,0,208,south dakota indie,2015,2017,5,1,62.0
677,7DyzIv3RZPSFHEVDbmN0jI,hierophant,8,6608,"blackened hardcore, neo-crust",2013,2022,9,3,1226.0
678,61OnUq2Pb2GDDGlrHb7I6U,skálmöld,33,61908,"deep folk metal, folk metal, icelandic metal, icelandic punk, viking metal",2010,2023,14,2,36050.0
679,35dxfY1wywqVRUEaVuMm13,bou,65,108818,deep rai,2021,2024,20,1,4370420.0
684,1NCnQ9y6UJ9HyBRJQfYiQY,james ashley franklin,1,69,shakuhachi,1997,2003,4,4,114.0
688,1C57JRydfB1e0s8JVa5td0,chikatilo,0,917,belgian death metal,2015,2015,1,9,125.0
692,3SFVIUlipGj3RpWCKe9s73,lox chatterbox,52,59244,"bass trap, traprun",2016,2024,20,1,1192568.0
697,6FYVyRIK5YHV3PQXdIDFTy,tim perkis,0,66,algorave,2003,2008,3,8,119.0
698,0QOQc6jEsPX5Y45TV0hXQy,chaos in the cbd,47,98316,"float house, jazz house, nz electronic",2016,2023,20,3,446398.0
699,6sseiKkl0ugvHy2WH0GCTR,priya,49,6526,"mantra, modern bhajan",2010,2024,20,6,1283170.0
706,7zA1l5xc3Y669LbDdaD6dv,reinier van houdt,1,287,"dutch experimental, experimental classical",2016,2020,6,2,360.0
709,6onCDZIq7wuXe1grlmdxCi,hawkestrel,14,1349,deep space rock,2019,2024,11,1,9269.0
717,3mKRPvIAjlxISAwFrqEHIy,la contundencia,7,914,folclor afrocolombiano,2000,2017,5,14,1590.0
719,3DHOtJqv0Bw65ENlK4FiSF,yovie & nuno,65,1425490,"indonesian pop, indonesian pop rock",2001,2022,11,1,5127109.0
728,1AALVhx2fv3f6kYdPP7cHY,errorbeauty,0,228,bulgarian electronic,2012,2020,3,4,85.0
735,2z29yJSE3G4gtpixpxKC5o,synergy sound,12,1895,future bass,2016,2020,14,5,4423.0
738,2Xra3T4FDsVVmHuIn3mNKh,robert farrugia,13,1459,drift,2013,2024,20,1,4390.0
744,766wIvoqqGrjRDnExOjJls,thirteen senses,41,85615,"cornwall indie, piano rock",2005,2014,8,1,267442.0
745,6ihTqrjBvMSgztCI4BTQCY,elite force,24,7954,"breakbeat, nu skool breaks",2008,2024,20,1,27288.0
746,6nYTjfJFNic9m83TROYHUS,the duprees,30,41063,doo-wop,1965,2020,14,3,59807.0
749,6J7biCazzYhU3gM9j1wfid,jamiroquai,67,2328733,dance pop,1993,2023,20,1,5466370.0
751,1Mph5fmhA2i5VUgLcVhSCa,voicecoil,3,1213,"dark electro, futurepop, neo-synthpop",2014,2022,4,12,440.0
754,2V9MU5gvDR0ktsZ4FGoOQa,cheb zahouani,20,40687,"deep rai, rai, rif",1989,2024,20,9,8517.0
758,1Q30Up3KFXXsjwKw9EXrlp,seán ó riada,21,2541,"irish classical, irish folk, jig and reel",1962,2017,15,15,21627.0
760,3iuobQyYhofKRr5W6HZoKt,phoebe snow,36,58219,"folk, jazz blues, singer-songwriter",1974,2019,9,1,151295.0
762,2zuRWgJOqLlJmGdcsiEueu,cambalache,1,661,son jarocho,2013,2017,2,12,127.0
764,39sLcZH9fpm4ydosF88sHE,behind closed doors,0,302,sasscore,2007,2017,2,3,11.0
772,28IWBaQfkpVZHACBtkNejm,carnalation,1,507,"finnish death metal, grisly death metal",2012,2017,4,5,137.0
776,61JrslREXq98hurYL2hYoc,lata mangeshkar,75,13882222,"classic bollywood, filmi, lata",2023,2024,20,12,13156672.0
777,552SWmdxvYk7tpaizbQlhO,wdng crshrs,30,16690,atl hip hop,2015,2022,10,1,73401.0
778,1J6vVQgVSsWTwVhPz1wQmq,iluiteq,17,757,drone ambient,2019,2024,13,2,9583.0
779,2lVPicgpjjlbROFIzwGm8V,björn ulvaeus,42,7440,classic swedish pop,1970,2023,12,1,210910.0
780,2VJSsbWgj20cKdjOTUwGLm,mexican ape-lord,0,185,"boston metal, melodic thrash",2014,2022,4,1,26.0
782,5ZmqtSfV4bMseeYE96i7Nt,fran perea,41,38084,spanish pop,2003,2024,20,1,280902.0
783,3d93jQ6vfQHLJSMbjr7o6M,bad moves,24,11028,"bubblegrunge, dc indie",2016,2023,11,4,20045.0
788,3dH7ZRgXMUUsJrhHeDPftx,willie wright,30,9915,traditional soul,2011,2022,3,2,77629.0
793,3HzHWvuRaKGrCXPloTNVOC,burning yellows,0,41,popgaze,2010,2011,2,2,10.0
796,2IHoZ3RrDJIikMRsYgHjhy,kizo,66,1187517,"polish hip hop, polish trap",2017,2024,20,1,2652126.0
799,2gbFrZ06uCjIZsE1LS46uV,fortuna,53,563,"color noise, white noise",2019,2023,13,3,530913.0
801,2Z6HvbXEkMHushFueiV5qC,sandip bhattacharjee,0,31,"hindustani vocal, indian classical, khayal",2014,2022,13,1,68.0
803,4G7Jkks8yUK0T2EOUNlVqu,cetacea,6,325,turkish post-punk,2018,2023,10,1,363.0
805,0s9MrSopEoAn8JqwBipgdO,little brother,40,138591,"alternative hip hop, hip hop, north carolina hip hop",2002,2023,16,2,148866.0
807,1mPhhdjInAQwRBg8mI20TV,gabi luthai,40,105197,viral pop brasileiro,2014,2023,20,1,194278.0
808,09XHfABirFD9bSQiqsevW4,keiichi,15,2846,deep german hip hop,2020,2022,6,1,5418.0
809,74cQCeEWQqyq9iGFTXUURH,cube::hard,7,872,deep happy hardcore,2008,2021,7,1,1844.0
811,6HCBnyTBSLdb3TFn2ayulY,leto,64,975259,"french hip hop, pop urbaine, rap francais",2018,2024,20,1,2261186.0
812,2MKTL40lyjR0TZPgj5YYq9,max würden,8,978,pop ambient,2012,2023,11,1,2294.0
813,4DkqOrj3Y3BW25U4t4BO0Z,wapassou,5,737,"rock progressif francais, synth prog",1994,2016,5,2,1855.0
814,3bUA5ltyxKcuYe5G2U0GA4,querbeat,55,94108,"karneval, kolsche karneval",2013,2024,20,1,718076.0
817,2bI0HtNqWEpgG98jLQ0GEC,the cut losses,0,137,vancouver indie,2016,2020,2,5,47.0
824,5bfwk9JvkGJHqZNUJsGLVA,los guajes,7,1670,trash rock,2009,2012,3,10,1358.0
826,1RLrzKW6HIlX06HuV8ch6D,lugburz sleed,1,487,"cosmic black metal, ukrainian black metal",2018,2022,15,6,228.0
828,5kW3q7Vywlw24apaeufin6,dan black,29,16045,uk alternative pop,2009,2017,11,6,68837.0
830,1bUFSagZ8wbMENuauOCmXb,raw deal,4,281,hardcore,2004,2018,13,1,876.0
832,0YAmYesPdjvMPgnLKcDHR3,skazi,44,115634,psychedelic trance,2006,2024,20,1,335402.0
835,4J69yWrKwWJgjv3DKTZcGo,big brother & the holding company,54,273877,"blues rock, folk rock, psychedelic rock",1967,2023,20,1,1898245.0
838,4GVzBSa5Uqms0bVR6FH888,lily fuentes,16,2205,nueva ola chilena,2004,2004,1,14,9566.0
839,5g5gfQk7ayB806jZ9FFCjL,greg downey,28,10981,"progressive trance, tech trance, trance, uplifting trance",2012,2024,20,1,54621.0
840,492hDmhPyuIjP3MgTcIqgm,caro emerald,53,356846,"dutch pop, electro swing",2010,2023,20,6,1071730.0
841,63t3EqMeymxd4CM85RqsCd,steve moakler,34,35961,"acoustic pop, country pop",2009,2022,20,1,105432.0
842,3FchwAraSBTMy1yt8TLv1G,helma & selma,5,221,vintage dutch pop,1966,1968,2,2,1356.0
844,651IBnnG9nIIXO4N40bR6c,tommy sands,18,4758,deep adult standards,1986,2023,12,5,14538.0
850,5duAKDHcJRN3Ng6mAwzYUE,jeff van vliet,20,1805,levenslied,2008,2023,11,3,14497.0
851,1CJQof997PgCDAZYmbrm7P,dj romeo,9,784,dubsteppe,2014,2024,12,6,3866.0
852,0BcQEVYItPvoOCxLaAdHsn,christoph ullrich,9,158,german classical piano,1995,2023,20,8,624.0
853,6203wnH5ZX6U1s3CYacHKx,zdeněk fibich,25,2091,"czech classical, late romantic era",2003,2021,20,24,44037.0
857,2fVSVXAO5UftuzBca9SZQ6,estelas,28,154,study beats,2022,2023,9,1,59859.0
860,4etazEwJ5tHdjhCyFihuIP,saint abdullah,16,3030,"deconstructed club, iranian experimental",2018,2024,20,1,9246.0
861,7ItkysfbgpA20pQ7fXZtp4,still virgin,32,35469,"bogor indie, indonesian emo, indonesian pop punk, indonesian rock",2016,2024,6,1,92029.0
863,2gCtGjKVc4tIzYTBLszXX5,trey gunn,6,8209,"chapman stick, instrumental rock",2010,2020,4,3,774.0
869,2GpOLJx9dfVgipRfqm9Reg,angela giulini,0,25,fictitious orchestra,1995,2024,4,9,42.0
879,73rAjtdfp4Ul4NcZF8ZD5K,vida seca,0,230,musica goiana,2009,2021,6,7,97.0
889,5ZS223C6JyBfXasXxrRqOk,jhené aiko,77,7422117,r&b,2013,2024,20,1,13289816.0
892,52J1XaSTui0ZylqVw0jxL9,delicious death,0,284,progressive jazz fusion,2010,2018,3,5,118.0
893,69QWUBY9qi1JJ8r8I8dV9V,hattie burleson,0,63,pre-war blues,2015,2015,1,7,26.0
896,59bJcuop4XC4BqVdNDNvLt,grýlurnar,17,2453,"classic icelandic pop, icelandic pop, icelandic post-punk, icelandic punk, icelandic rock",1981,1983,2,4,8163.0
899,4Grfzb77VSh6uB6qkBXAOv,tommy pulse,8,784,hard trance,2005,2023,20,4,2194.0
900,6t5gYU75DSRMg97vSwJimG,deanna bogart,9,2580,"boogie-woogie, piano blues",1990,2014,9,5,2247.0
905,0GC2xMztA0aUE3LFATEYTH,the nice boys,0,645,portland punk,2016,2016,1,1,8.0
907,0kb4z2dr7DLBbGP1PObHEe,zen baboon,30,11641,"ambient psychill, psychill",2013,2024,15,5,36788.0
909,2vQavlZtDA660mnZotYIto,link wray,43,106643,"acoustic blues, cosmic american, garage rock, native american traditional, surf music, traditional blues",1990,2024,20,10,408490.0
911,6MBrChQq6vlId5qQOG1t8P,the sick rose,1,549,trash rock,2011,2018,5,4,256.0
912,7x2cq27brzKZqz3AYqKZxh,ostinat expressen,1,66,danish folk,1999,2016,2,13,61.0
916,6ijj2Tuy9FuIsL9rMNBYrr,pete wolf band,7,1397,german country,2017,2022,10,1,1257.0
921,5bsplQQGGMtHNfzu2GuKmX,suvi karjula,10,799,"iskelma, laulaja-lauluntekija",2010,2023,16,1,2662.0
924,4aIGMhUjvOFtFIdMUAtx6a,patty kay,2,201,deep euro house,2013,2016,4,4,440.0
926,3ZiTZqKsdzDBjsJPKftAAK,tangorodrim,3,1566,"israeli metal, tolkien metal",2009,2016,3,6,422.0
927,2PKk8QW7MqGSob2k521nA0,prague wind quintet,6,64,wind quintet,1971,2020,19,11,757.0
929,7aUfy7sQbSJUW3RRDCnOW0,boil,17,2818,progressive alternative,2006,2013,4,1,7464.0
931,4JKA3TzfIb0A7TZlNqNrNJ,aart bergwerff,7,162,classical organ,2014,2023,4,32,708.0
932,6P8sG88viK5GpVoKliTc1b,reeperbahn,16,4055,"swedish post-punk, swedish punk",1979,1983,4,19,6759.0
933,360WNdhBjiIz8qnUOPyebr,hi-5,34,17608,australian children's music,2008,2019,5,4,45619.0
937,2mh9GWyLuLGXUZJd26dZAx,rasmus klump,32,3758,bornesange,2014,2024,16,6,30779.0
938,6DoK0FLDrd83NE8Y1EHzjp,rhymin simon,31,17770,oldschool deutschrap,2003,2023,20,1,37377.0
940,5Z2puKatD4b6fpIXObFKx1,mark condon,20,5149,apostolic worship,2000,2023,10,1,7296.0
942,154Kx4utAjEgGYu257wPvh,shelter point,10,2140,shiver pop,2012,2020,12,4,4302.0
943,6iNVICWoG8BfqoyejEQdpF,submerse,34,18284,"abstract beats, future garage, japanese beats, wonky",2012,2024,20,1,91083.0
946,6P9001LmAdPIqvcdDhYduM,ronnie atkins,32,7924,melodic hard rock,2020,2023,15,1,7285.0
951,67drSMarzjhEXxEJ2ATLfE,eighth wonder,30,24199,italo disco,1988,2015,3,10,70950.0
952,7DQ8fX4Fbi43HaesfrVYpO,hatiras,28,6978,jackin' house,2006,2024,20,2,55064.0
957,3pj8yUKN5sRyQS1xkRCTFi,kozypop,35,36984,korean r&b,2019,2023,20,8,94469.0
964,3l8A3VM3N2E4lx3afyMd9C,dj swagger,24,8630,lo-fi house,2018,2024,20,1,26630.0
965,1iZHwJJKrsgtYKWRotfMb5,hitchcockgohome!,0,126,french post-rock,2004,2020,5,1,22.0
966,1ZeZuI7ZkgyNJeQIj54Gvl,ranky tanky,12,9347,southern americana,2017,2022,6,1,3477.0
967,59CIPNdUfewexxn1CJEdp5,fozzy,47,196153,"comic metal, wrestling",2000,2023,19,1,569848.0
968,2qcGTB5s2t9o2w9SrI719s,pentakill,52,329271,melodic power metal,2014,2022,4,1,462284.0
971,5zLc4DH6a1wnEJmU6G3bFc,arash akbari,1,349,"drift, iranian experimental",2013,2021,3,5,150.0
975,7s0VMiOaL1MrsLjy4FQdmb,rick frank,0,4,jazz composition,2006,2008,2,9,2.0
978,0AUwa5xmiy57qdGlOksvea,mutual benefit,32,29380,shimmer psych,2011,2024,20,5,62875.0
979,5RCPZrH2LNXY0HJEx9uTYb,groep twee,14,5753,"afrikaans, south african country",1969,2000,3,12,5937.0
981,6OgAO7QYncP5feMijPxBxi,magic dirt,27,28036,"australian alternative rock, australian rock",1996,2023,18,3,35107.0
986,6hisaXNnBVQatBQeY3MDTZ,bat & ryyd,24,6200,suomi rock,1989,2022,6,7,22018.0
987,2FCAnUNhu1cbNsLIEKYBOM,pelle gudmundsen-holmgreen,3,425,"danish contemporary classical, nordic contemporary classical",1997,2019,15,3,394.0
990,1y6jeiJ1L8vwgt7lHDqRKd,aroshanti,45,6992,"healing, meditation, tone",2006,2024,20,1,195170.0
997,3KuLo66B73btyQpdXlkqFx,speaker knockerz,54,652183,"melodic rap, south carolina hip hop, trap",2013,2024,20,3,1458277.0
1000,67DVoI1yayIO8DcKKtlbWk,"speed, glue & shinki",18,12131,"japanese psychedelic, psychedelic blues-rock",1971,2010,3,7,11740.0
1001,2QIUEqPV5r74Z7vjLSxxez,wolfarian,2,812,czech metal,2015,2022,3,1,224.0
1003,3xV3eo0bdD4hg3grfoZKvq,atman,8,374,world fusion,2015,2022,12,1,3296.0
1004,0nYBNTKZQUNXTgJWbuX1UX,driving east,4,1904,"deep pop emo, neon pop punk",2008,2008,1,10,592.0
1009,3sJJPpzQTFGZ9T4TzNUQzN,bernadette le saché,7,497,histoire pour enfants,2007,2011,10,5,758.0
1011,03c8mhSHvWAp8bwawGxAFZ,rudolph ganz,14,67,historic piano performance,2010,2024,4,2,10919.0
1012,4JoDxgKuHJSQLBOqJAiPcD,bluemoongirl,1,313,"bruneian indie, bruneian pop",2019,2023,8,3,324.0
1014,6304CN545CvN8hNfPKuWf1,rod argent,15,917,rock keyboard,1984,2023,11,2,2454.0
1024,3qp2x3V8TKROAYg3OlYceu,addis pablo,31,6805,modern reggae,2014,2023,20,1,55083.0
1027,3wXpU8Femm6TOqTm4ic9zq,asia minor,11,5843,"deep progressive rock, italian progressive rock",2021,2021,3,8,2545.0
1031,4PAH2hYK4vEvxLEwCg9zQ2,reach,35,7751,swedish melodic rock,2020,2024,17,1,88448.0
1034,1hynEsM3auBViMFQdPR4xR,magic island,24,5018,experimental pop,2013,2024,15,3,15616.0
1035,1cQDZ3vvObFtSUrCIxGig7,miljon,21,3168,stockholm indie,2018,2023,18,4,14597.0
1037,672LRF3IQ1GpbT9bgGEXb8,ann blyth,3,629,vintage hollywood,1963,2021,4,5,207.0
1041,72qc1S2CYJyPc1vpTBDJfG,gafacci,27,4013,"african electronic, ghanaian alternative",2017,2024,12,5,62671.0
1044,3n6nRrxsFGe4J1ob6sTvxt,gingy & bordello,0,261,destroy techno,2012,2012,1,4,57.0
1046,1pQISwZDvQj06y2DzYECJo,evolve,14,1615,"deep downtempo fusion, future ambient",2008,2023,3,14,5586.0
1048,1BeKRnkuMopeV8JuS1XLkh,jack canfield,1,2446,motivation,1995,1995,1,205,91.0
1053,0ZWw19lGOoaPAL2mzLaUiu,brian charles,0,12,boston rock,1999,2020,2,1,7.0
1055,2iw0KReAumSFZraMxhEugj,sick cycle,0,385,nz dnb,2015,2023,20,1,144.0
1059,0qR2gOK1BntA7dX9FRbEz1,intestinal disgorge,8,2017,"cybergrind, goregrind, noisecore, pornogrind",2012,2021,6,29,1660.0
1060,5xCqJdB2V3ZNfuxhiAJi2r,yael meyer,19,4420,mexican electronic,2004,2022,12,5,13139.0
1062,0lVDep8L7rTDYPJ3XPitHL,maggers united,16,1842,fussball,2004,2022,10,5,8590.0
1064,0uo6ltSYsMbp4go8nPQ80U,rick estrin & the nightcats,23,5145,harmonica blues,2009,2024,6,1,22234.0
1067,1hCqIsNERHGFKDQ754m47q,heather woods broderick,24,9346,ambient folk,2009,2023,15,2,31555.0
1068,6ic03BDzgHvxTmcdsLuJ2m,drop out venus,0,231,shiver pop,2012,2012,1,2,40.0
1070,0mb9niCgBZePyuD8TgizEQ,aziola cry,0,279,deep progressive rock,2005,2021,3,3,25.0
1072,4oPHvfZQgVrtbv5Sm5GFLa,bombecks,4,1379,"deutschrock, german oi",2013,2013,1,23,592.0
1073,0HfxCluo7N2dhr4oRM0wBv,luke vibert,31,60485,"acid house, drill and bass, intelligent dance music, trip hop",2000,2023,20,3,76480.0
1074,2Twjkh18hO9i1YHKqNOasm,simone & girlfunkle,0,364,perth indie,2012,2018,5,1,117.0
1075,0chjB6OOhqkN5UG2Mwagvv,mike joseph,20,1449,"pop costarricense, reggae tico",2014,2024,17,1,6662.0
1081,6MOVhl3iJsaKBWDLZstsSB,earthquake,21,1790,black comedy,2022,2023,2,1,7160.0
1085,5GuOAzaECEIkLY5IYf4NpW,valse triste,1,388,finnish hardcore,2002,2002,1,44,84.0
1089,1f9M5vV2iGi320xdRAkW2K,henrik appel,1,377,stockholm indie,2018,2021,5,1,170.0
1090,6ffXQvhKOKtVJyX5cDx5b9,erregung öffentlicher erregung,19,7823,"german indie, german post-punk, hamburg indie",2017,2023,11,5,9743.0
1093,3wmni4FVQWpoPRn9fUbxS9,wolf king,8,6335,blackened hardcore,2016,2021,10,5,1450.0
1096,62Qr6xBUFiFSOyhR4UKCKf,gender roles,23,13010,"brighton indie, english indie rock",2017,2021,4,5,18247.0
1106,5OBTMnfGF3Rbhp9hZlXztH,tar hag,0,160,south carolina metal,2017,2021,3,6,23.0
1108,4dAQ5VFw5nhwA6rTf3ENQ2,bears in trees,43,133087,pov: indie,2017,2024,20,5,143280.0
1116,6h6jp2XsW3RvXdQs7Pfu4m,alyss,39,10914,uk alternative pop,2018,2024,20,1,222035.0
1119,6OO01j5rLKCyPg4i3FuzIT,árbol,51,291153,argentine rock,1999,2024,20,1,1036650.0
1120,1TEzDovIEXoxrAQZKVbY6N,ty nikdy,26,20461,"czech hip hop, czsk hip hop",2011,2023,9,1,19149.0
1128,4KGPlF7eEnZRgR31GRtoor,ilkka alanko,12,1231,finnish pop,2009,2022,4,1,3697.0
1130,5qIgda6U3dyeVbnEUkKbjY,the ceili family,1,86,ceilidh,2009,2022,3,2,97.0
1131,1tXFYQZSAswt4JLB42lpye,sponge cola,55,1390740,"opm, pinoy reggae",2008,2023,20,1,1233568.0
1134,4ujvWktT7I5RaDVWCiohjS,serious intention,4,782,diva house,1984,2020,5,4,1099.0
1137,55coNbEHd5rBUgUIXyUVNW,holly near,17,6081,"contemporary folk, women's music",1982,2018,13,1,7700.0
1139,0JD7mAhnai0DknHxHyGDIE,comiccon,25,4584,"hands up, nightcore",2007,2010,5,9,36339.0
1141,0zmnkCTbAxYsZAMIqXEzfS,dosem,42,46701,"deep minimal techno, house, latin tech house, melodic house, minimal techno, progressive house, spanish techno",2013,2024,20,2,327321.0
1142,2jvB5M73tBZlWybPmxIaw7,dariush,43,219914,classic persian pop,1995,2023,20,8,122035.0
1143,4N51KpEQDIsbeCAgHtxij4,majella cullagh,10,59,classical soprano,1995,2019,12,58,1496.0
1146,3LBQdZqI8FXkQ3J3AfFA3P,golpe seko,4,915,cuban alternative,2019,2023,20,1,125.0
1147,5aQtLrPoPWxNFAs06tdf45,aillion,1,468,belarusian metal,2015,2021,13,2,116.0
1148,4hhn2YFuYL3P91Zq6QrPLC,xoth,20,8496,"cosmic death metal, seattle metal",2014,2023,5,6,5055.0
1152,7siNhiB1NgFj4kmUnokqCI,eternal seekers,3,144,czech rock,2012,2012,1,13,281.0
1154,2kAjmak5w94nKWQO2Q8oYH,los hermanos barron,41,70190,gruperas inmortales,2012,2023,20,14,154465.0
1155,1SxdOU3AH1zPcx7l7LxM2K,son of saturn,15,3968,spiritual hip hop,2010,2023,20,21,2093.0
1156,61guVO1EzetE9LMQDOfOeT,dj skaky,4,342,makina,2001,2001,2,4,1348.0
1161,6AqPkbrnE8LgoxD2Sle0Q9,perry keyes,10,1052,australian singer-songwriter,2005,2023,16,1,2863.0
1162,5M2vsg7bOEkTZtlIDHY2dK,cloud eleven,1,861,"modern power pop, underground power pop",1999,2015,5,12,165.0
1165,0jRNd8SNA6MTGMHvsx8ME8,gregg august,0,284,"contemporary jazz, jazz",2005,2020,3,9,65.0
1170,3aSTe6gzR3XChH1wcLfhmD,pyramid,39,42803,new french touch,2011,2021,20,5,218272.0
1172,5fFksTMKtJhMXaf9OXUOfD,resolute,21,1334,hardstyle,2021,2023,16,1,18545.0
1175,3EsTa4EdPMS7i2vn2NTGbv,split 77,0,85,euskal rock,2002,2002,1,12,48.0
1180,2IjP5j9lDn74NHhDi9mfSt,eisberg,17,2092,austrian punk,1979,2018,6,1,441.0
1181,7v8N36cC4msGrIM2YT4LNC,george the poet,40,38251,slam poetry,2014,2024,11,1,202109.0
1183,0SGEunj6EBwdWMNCdWSrPg,marit larsen,38,49085,"norwegian pop, norwegian singer-songwriter",2009,2024,19,1,191590.0
1184,7Lfz3e9y4hDyGOMG9jcAPa,secret space,4,1780,ohio indie,2015,2018,7,4,833.0
1201,00L3DU7naaW3XOIX26HXVz,franco morone,29,4702,"fingerstyle, italian blues",1997,2024,20,1,32750.0
1207,6cDuiyqkkr7j0sfdbNQPih,mount shasta,2,509,noise rock,2007,2007,3,11,231.0
1208,1OCpqnXexjxrakYtmur3rN,les enfoirés,55,315465,"chanson, french pop, variete francaise",2003,2023,20,26,586463.0
1213,6xNsC3M3pKfELSxER7Wxpg,lady paradox,27,5983,jazz rap,2009,2022,6,1,29454.0
1217,1yu0ip5T2U4QidsHmG6wRP,timeworn,0,738,atmospheric sludge,2017,2019,5,1,102.0
1222,5EAl4lk6xKqFxzgOUoBpF5,southern shores,29,7531,chillwave,2012,2023,16,6,56386.0
1223,4MELFYzpsOtvvwR7IgytQs,the riptides,12,5030,"canadian punk, power-pop punk, ramonescore",2002,2017,10,5,3742.0
1232,6rqhDjGJ6MAsUttR3VrQrz,mark kavanagh,3,277,hard house,2004,2011,4,2,934.0
1234,3hOYiqaoW4aJqnty8bCnKQ,gene the werewolf,8,1205,pittsburgh indie,2009,2022,7,6,2305.0
1237,4WUY2d3N6bKRs8rGh6xamn,jay silva,43,5147,mexican pop,2016,2024,20,1,100997.0
1240,4dunxeaOrxAaFUtdxIHtBO,god body disconnect,25,5443,dronescape,2016,2023,9,7,13716.0
1247,6yYyeRcEdWYP1WNy70B1J0,ikahba,1,191,virgin islands reggae,2017,2017,1,15,94.0
1250,3hTzQ9eaYtycIY1LnpZp5W,salyu,30,64778,"classic j-pop, japanese alternative pop",2005,2023,20,1,31998.0
1252,51lZKLiKsotVwFkJ5HuNNr,dj mape,20,1608,deep discofox,2009,2022,17,7,7686.0
1253,5XltDnmtnK6URPuoLtYF0A,cabeiri,19,5354,"ambient psychill, psychill",2011,2024,15,2,8179.0
1259,5YuPLav1vGZmaeeASQrsQK,mikey erg,10,4102,"asbury park indie, new jersey hardcore, orgcore, power-pop punk",2012,2023,20,5,2718.0
1260,0AzjiMoCvzOmUCPX7944dZ,apollo junction,18,6141,britpop revival,2019,2023,16,1,9689.0
1273,2daanolQiq5mJ71mbCtlR3,corry brokken,21,1614,vintage dutch pop,1957,2020,15,4,21991.0
1275,4YU6uxHTUgECr3w0NN62nN,karin rabhansl,22,962,german singer-songwriter,2011,2023,9,2,24557.0
1279,57YJQe0ayvIaRZJ3PW5nFP,jon brion,50,55772,soundtrack,2008,2022,9,5,698104.0
1280,6K4mvX7ntdkWxAdxvVB5C6,iron hearse,0,122,neo-trad doom metal,2014,2014,1,14,12.0
1283,08Xd1Uz3NAI8ZIpg5pACYt,laseo,3,167,berlin minimal techno,2007,2010,8,4,498.0
1285,24nDtf6EN7dVOuXYmcuHej,cipher system,18,10126,"melodic death metal, swedish melodeath",2004,2015,4,6,10483.0
1291,0dQWLIxlocbm0caAEt9r2H,michel pilon,14,1286,chanson quebecois,2000,2022,2,23,3242.0
1293,6EjKG35nRHw9t8ypwDunOB,drumcorps,27,23347,"breakcore, cybergrind",2006,2023,8,1,28970.0
1294,1OSZNSRW7lkaTMfQLekNOC,sanebeats,8,1402,substep,2013,2014,2,3,862.0
1296,7cfSEXG4N7QaawQFYPJJvl,c64,7,236,nerdcore,2007,2023,9,5,1332.0
1297,4qXk1RPOcDSZnrKkQEsqNn,kevin hewick,1,261,leicester indie,1983,2023,10,1,239.0
1298,0NbfKEOTQCcwd6o7wSDOHI,the game,71,4746688,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",2012,2024,20,15,13519609.0
1301,1NMFjwpV0WN637YLw5tcvu,gelsey bell,23,783,experimental vocal,2005,2020,7,1,17034.0
1303,3M4siMIW7Pm9cT4jb1oNb5,onipa,23,9333,"afrobeat fusion, afrofuturism",2018,2023,20,1,24191.0
1309,7Ch6Iyny8xZOqGcKbg1TEd,the dudley corporation,0,148,irish rock,2001,2013,5,3,36.0
1310,3SlDsnTkmnKksYwO5HExTt,icky blossoms,24,8379,omaha indie,2012,2015,8,2,25890.0
1311,24s02YIeoztDshwkv7XcRu,the rotanas,1,1405,"britpop revival, cardiff indie, welsh indie, welsh rock",2020,2021,6,1,344.0
1313,61VIpi1GmB7bTL3DCGWSlm,pinoko,25,15608,"j-rap, japanese chill rap, japanese r&b",2018,2023,18,3,22332.0
